时间戳,温湿度传感器ID,位置,温度,湿度,PM2.5,预警状态
2025-05-02 07:00:00,SENS002,生产区A,27.0,49.7,48.9,PM2.5超标
2025-05-02 07:00:00,SENS003,生产区A,29.8,52.8,27.4,温度偏高
2025-05-02 07:00:00,SENS004,质检区,24.4,55.3,27.2,正常
2025-05-02 07:00:00,SENS005,生产区A,28.8,50.1,40.2,温度偏高|PM2.5超标
2025-05-02 07:00:00,SENS006,质检区,25.6,50.7,29.2,正常
2025-05-02 07:00:00,SENS007,质检区,27.9,56.8,27.9,正常
2025-05-02 07:00:00,SENS008,生产区B,24.9,54.6,15.6,正常
2025-05-02 08:00:00,SENS001,生产区B,23.9,50.8,35.3,PM2.5超标
2025-05-02 08:00:00,SENS002,生产区A,28.3,45.4,27.3,温度偏高
2025-05-02 08:00:00,SENS003,生产区A,28.3,50.1,47.7,温度偏高|PM2.5超标
2025-05-02 08:00:00,SENS004,质检区,25.7,54.8,45.3,PM2.5超标
2025-05-02 08:00:00,SENS005,生产区A,29.3,53.1,41.2,温度偏高|PM2.5超标
2025-05-02 08:00:00,SENS006,质检区,26.0,48.5,25.4,正常
2025-05-02 08:00:00,SENS007,质检区,23.6,54.5,22.4,正常
2025-05-02 08:00:00,SENS008,生产区B,27.5,45.0,41.3,PM2.5超标
2025-05-02 09:00:00,SENS001,生产区B,26.4,43.1,40.3,PM2.5超标
2025-05-02 09:00:00,SENS002,生产区A,28.5,44.4,38.2,温度偏高|PM2.5超标
2025-05-02 09:00:00,SENS003,生产区A,26.7,47.5,16.6,正常
2025-05-02 09:00:00,SENS004,质检区,26.5,46.6,13.5,正常
2025-05-02 09:00:00,SENS005,生产区A,27.6,52.5,42.2,PM2.5超标
2025-05-02 09:00:00,SENS006,质检区,24.6,44.5,44.2,PM2.5超标
2025-05-02 09:00:00,SENS007,质检区,26.4,44.9,23.0,正常
2025-05-02 09:00:00,SENS008,生产区B,26.3,52.9,26.2,正常
2025-05-02 10:00:00,SENS001,生产区B,25.3,50.5,24.5,正常
2025-05-02 10:00:00,SENS002,生产区A,28.7,42.6,18.7,温度偏高
2025-05-02 10:00:00,SENS003,生产区A,27.4,46.8,42.0,PM2.5超标
2025-05-02 10:00:00,SENS004,质检区,23.7,50.8,45.9,PM2.5超标
2025-05-02 10:00:00,SENS005,生产区A,26.5,50.7,41.7,PM2.5超标
2025-05-02 10:00:00,SENS006,质检区,25.5,41.6,40.2,PM2.5超标
2025-05-02 10:00:00,SENS007,质检区,24.8,42.9,37.5,PM2.5超标
2025-05-02 10:00:00,SENS008,生产区B,23.9,42.9,36.8,PM2.5超标
2025-05-02 11:00:00,SENS001,生产区B,22.3,44.4,48.7,PM2.5超标
2025-05-02 11:00:00,SENS002,生产区A,25.3,49.7,19.5,正常
2025-05-02 11:00:00,SENS003,生产区A,25.3,43.6,33.2,正常
2025-05-02 11:00:00,SENS004,质检区,24.8,46.1,26.7,正常
2025-05-02 11:00:00,SENS005,生产区A,27.5,44.6,49.7,PM2.5超标
2025-05-02 11:00:00,SENS006,质检区,22.2,43.2,34.3,正常
2025-05-02 11:00:00,SENS007,质检区,25.1,49.4,19.7,正常
2025-05-02 11:00:00,SENS008,生产区B,23.0,41.1,30.6,正常
2025-05-02 12:00:00,SENS001,生产区B,24.2,45.2,37.4,PM2.5超标
2025-05-02 12:00:00,SENS002,生产区A,25.9,48.8,11.3,正常
2025-05-02 12:00:00,SENS003,生产区A,26.0,49.2,46.7,PM2.5超标
2025-05-02 12:00:00,SENS004,质检区,24.5,41.6,19.8,正常
2025-05-02 12:00:00,SENS005,生产区A,26.1,46.6,35.4,PM2.5超标
2025-05-02 12:00:00,SENS006,质检区,24.7,42.5,16.4,正常
2025-05-02 12:00:00,SENS007,质检区,24.5,43.2,25.3,正常
2025-05-02 12:00:00,SENS008,生产区B,24.0,40.4,38.3,PM2.5超标
2025-05-02 13:00:00,SENS001,生产区B,21.1,45.3,25.4,正常
2025-05-02 13:00:00,SENS002,生产区A,25.6,43.3,40.9,PM2.5超标
2025-05-02 13:00:00,SENS003,生产区A,24.7,42.2,33.0,正常
2025-05-02 13:00:00,SENS004,质检区,20.2,47.6,28.8,正常
2025-05-02 13:00:00,SENS005,生产区A,24.6,50.3,11.1,正常
2025-05-02 13:00:00,SENS006,质检区,21.2,47.9,47.9,PM2.5超标
2025-05-02 13:00:00,SENS007,质检区,21.3,46.1,38.0,PM2.5超标
2025-05-02 13:00:00,SENS008,生产区B,23.5,48.1,21.6,正常
2025-05-02 14:00:00,SENS001,生产区B,21.7,44.0,36.8,PM2.5超标
2025-05-02 14:00:00,SENS002,生产区A,24.2,49.4,30.4,正常
2025-05-02 14:00:00,SENS003,生产区A,23.3,48.7,22.9,正常
2025-05-02 14:00:00,SENS004,质检区,19.6,50.1,37.4,PM2.5超标
2025-05-02 14:00:00,SENS005,生产区A,22.5,49.9,41.8,PM2.5超标
2025-05-02 14:00:00,SENS006,质检区,20.1,46.3,33.7,正常
2025-05-02 14:00:00,SENS007,质检区,21.7,43.1,32.2,正常
2025-05-02 14:00:00,SENS008,生产区B,23.0,42.9,47.8,PM2.5超标
2025-05-02 15:00:00,SENS001,生产区B,21.3,47.4,41.4,PM2.5超标
2025-05-02 15:00:00,SENS002,生产区A,22.4,46.6,37.9,PM2.5超标
2025-05-02 15:00:00,SENS003,生产区A,23.3,48.5,27.5,正常
2025-05-02 15:00:00,SENS004,质检区,21.2,52.7,21.3,正常
2025-05-02 15:00:00,SENS005,生产区A,23.5,46.2,10.4,正常
2025-05-02 15:00:00,SENS006,质检区,21.1,43.2,34.8,正常
2025-05-02 15:00:00,SENS007,质检区,21.5,43.0,29.6,正常
2025-05-02 15:00:00,SENS008,生产区B,19.8,49.1,23.2,正常
2025-05-02 16:00:00,SENS001,生产区B,20.9,45.3,16.2,正常
2025-05-02 16:00:00,SENS002,生产区A,22.3,50.5,24.9,正常
2025-05-02 16:00:00,SENS003,生产区A,24.1,46.1,37.9,PM2.5超标
2025-05-02 16:00:00,SENS004,质检区,18.6,54.4,24.5,正常
2025-05-02 16:00:00,SENS005,生产区A,22.1,45.3,26.2,正常
2025-05-02 16:00:00,SENS006,质检区,19.7,45.8,12.4,正常
2025-05-02 16:00:00,SENS007,质检区,19.9,47.9,44.5,PM2.5超标
2025-05-02 16:00:00,SENS008,生产区B,19.1,47.0,11.4,正常
2025-05-02 17:00:00,SENS001,生产区B,21.4,53.1,21.5,正常
2025-05-02 17:00:00,SENS002,生产区A,22.0,52.6,27.3,正常
2025-05-02 17:00:00,SENS003,生产区A,21.7,55.0,34.5,正常
2025-05-02 17:00:00,SENS004,质检区,21.5,56.7,45.9,PM2.5超标
2025-05-02 17:00:00,SENS005,生产区A,21.2,48.1,42.4,PM2.5超标
2025-05-02 17:00:00,SENS006,质检区,20.0,53.6,16.9,正常
2025-05-02 17:00:00,SENS007,质检区,19.1,48.4,39.6,PM2.5超标
2025-05-02 17:00:00,SENS008,生产区B,19.0,55.2,37.8,PM2.5超标
2025-05-02 18:00:00,SENS001,生产区B,21.8,51.6,47.7,PM2.5超标
2025-05-02 18:00:00,SENS002,生产区A,23.9,59.0,30.1,正常
2025-05-02 18:00:00,SENS003,生产区A,23.4,59.0,20.6,正常
2025-05-02 18:00:00,SENS004,质检区,21.2,57.8,27.6,正常
2025-05-02 18:00:00,SENS005,生产区A,24.5,55.9,35.0,正常
2025-05-02 18:00:00,SENS006,质检区,18.1,54.7,23.2,正常
2025-05-02 18:00:00,SENS007,质检区,21.2,57.1,25.7,正常
2025-05-02 18:00:00,SENS008,生产区B,18.7,57.6,32.1,正常
2025-05-02 19:00:00,SENS001,生产区B,20.7,59.8,12.4,正常
2025-05-02 19:00:00,SENS002,生产区A,22.6,62.4,45.4,PM2.5超标
2025-05-02 19:00:00,SENS003,生产区A,23.9,60.9,17.7,正常
2025-05-02 19:00:00,SENS004,质检区,21.4,58.2,31.5,正常
2025-05-02 19:00:00,SENS005,生产区A,21.5,61.4,46.8,PM2.5超标
2025-05-02 19:00:00,SENS006,质检区,19.6,57.7,23.7,正常
2025-05-02 19:00:00,SENS007,质检区,20.6,56.3,29.8,正常
2025-05-02 19:00:00,SENS008,生产区B,20.8,53.8,37.1,PM2.5超标
2025-05-02 20:00:00,SENS001,生产区B,21.4,61.2,38.6,PM2.5超标
2025-05-02 20:00:00,SENS002,生产区A,24.6,64.5,21.7,正常
2025-05-02 20:00:00,SENS003,生产区A,21.8,57.0,33.9,正常
2025-05-02 20:00:00,SENS004,质检区,20.1,59.1,22.7,正常
2025-05-02 20:00:00,SENS005,生产区A,22.1,60.6,23.9,正常
2025-05-02 20:00:00,SENS006,质检区,19.2,61.9,26.5,正常
2025-05-02 20:00:00,SENS007,质检区,20.5,62.6,44.8,PM2.5超标
2025-05-02 20:00:00,SENS008,生产区B,20.8,62.4,21.7,正常
2025-05-02 21:00:00,SENS001,生产区B,19.8,59.1,33.9,正常
2025-05-02 21:00:00,SENS002,生产区A,24.4,65.2,21.7,正常
2025-05-02 21:00:00,SENS003,生产区A,25.4,61.9,43.5,PM2.5超标
2025-05-02 21:00:00,SENS004,质检区,20.1,60.8,11.8,正常
2025-05-02 21:00:00,SENS005,生产区A,25.0,61.3,44.8,PM2.5超标
2025-05-02 21:00:00,SENS006,质检区,21.7,59.2,31.7,正常
2025-05-02 21:00:00,SENS007,质检区,22.9,63.3,46.0,PM2.5超标
2025-05-02 21:00:00,SENS008,生产区B,22.5,63.0,20.3,正常
2025-05-02 22:00:00,SENS001,生产区B,22.6,61.0,29.3,正常
2025-05-02 22:00:00,SENS002,生产区A,24.0,62.1,20.2,正常
2025-05-02 22:00:00,SENS003,生产区A,23.9,64.1,25.0,正常
2025-05-02 22:00:00,SENS004,质检区,22.9,65.2,23.5,正常
2025-05-02 22:00:00,SENS005,生产区A,22.7,64.3,36.9,PM2.5超标
2025-05-02 22:00:00,SENS006,质检区,21.6,66.3,16.8,正常
2025-05-02 22:00:00,SENS007,质检区,19.6,61.2,34.6,正常
2025-05-02 22:00:00,SENS008,生产区B,20.2,59.6,11.5,正常
2025-05-02 23:00:00,SENS001,生产区B,24.0,68.4,49.4,PM2.5超标
2025-05-02 23:00:00,SENS002,生产区A,23.6,67.8,44.0,PM2.5超标
2025-05-02 23:00:00,SENS003,生产区A,25.5,68.1,48.5,PM2.5超标
2025-05-02 23:00:00,SENS004,质检区,21.2,67.8,48.9,PM2.5超标
2025-05-02 23:00:00,SENS005,生产区A,25.0,62.8,12.4,正常
2025-05-02 23:00:00,SENS006,质检区,23.1,64.7,40.7,PM2.5超标
2025-05-02 23:00:00,SENS007,质检区,21.7,60.6,45.8,PM2.5超标
2025-05-02 23:00:00,SENS008,生产区B,20.9,66.6,13.4,正常
2025-05-03 00:00:00,SENS001,生产区B,22.7,67.9,10.0,正常
2025-05-03 00:00:00,SENS002,生产区A,27.6,62.8,32.0,正常
2025-05-03 00:00:00,SENS003,生产区A,26.7,69.2,31.6,正常
2025-05-03 00:00:00,SENS004,质检区,25.0,66.6,17.3,正常
2025-05-03 00:00:00,SENS005,生产区A,24.0,64.1,10.7,正常
2025-05-03 00:00:00,SENS006,质检区,24.2,68.6,32.7,正常
2025-05-03 00:00:00,SENS007,质检区,24.1,63.3,10.7,正常
2025-05-03 00:00:00,SENS008,生产区B,21.6,63.8,32.0,正常
2025-05-03 01:00:00,SENS001,生产区B,21.9,61.4,45.8,PM2.5超标
2025-05-03 01:00:00,SENS002,生产区A,27.5,60.7,16.6,正常
2025-05-03 01:00:00,SENS003,生产区A,26.4,68.6,11.1,正常
2025-05-03 01:00:00,SENS004,质检区,23.0,67.0,25.2,正常
2025-05-03 01:00:00,SENS005,生产区A,25.1,66.1,38.5,PM2.5超标
2025-05-03 01:00:00,SENS006,质检区,25.8,62.2,47.4,PM2.5超标
2025-05-03 01:00:00,SENS007,质检区,22.6,61.2,49.4,PM2.5超标
2025-05-03 01:00:00,SENS008,生产区B,22.7,62.0,33.8,正常
2025-05-03 02:00:00,SENS001,生产区B,23.7,66.4,26.3,正常
2025-05-03 02:00:00,SENS002,生产区A,27.9,67.7,29.4,正常
2025-05-03 02:00:00,SENS003,生产区A,28.3,64.2,13.9,温度偏高
2025-05-03 02:00:00,SENS004,质检区,24.1,61.4,38.6,PM2.5超标
2025-05-03 02:00:00,SENS005,生产区A,27.5,67.0,12.9,正常
2025-05-03 02:00:00,SENS006,质检区,25.9,61.9,37.3,PM2.5超标
2025-05-03 02:00:00,SENS007,质检区,24.8,63.7,13.5,正常
2025-05-03 02:00:00,SENS008,生产区B,25.3,62.3,27.4,正常
2025-05-03 03:00:00,SENS001,生产区B,24.3,60.2,23.6,正常
2025-05-03 03:00:00,SENS002,生产区A,28.3,62.1,44.4,温度偏高|PM2.5超标
2025-05-03 03:00:00,SENS003,生产区A,28.8,61.5,33.8,温度偏高
2025-05-03 03:00:00,SENS004,质检区,24.9,63.1,33.8,正常
2025-05-03 03:00:00,SENS005,生产区A,29.1,58.6,10.8,温度偏高
2025-05-03 03:00:00,SENS006,质检区,23.9,66.0,32.3,正常
2025-05-03 03:00:00,SENS007,质检区,25.4,66.9,24.6,正常
2025-05-03 03:00:00,SENS008,生产区B,23.7,60.0,33.7,正常
2025-05-03 04:00:00,SENS001,生产区B,25.0,63.1,32.0,正常
2025-05-03 04:00:00,SENS002,生产区A,30.1,63.8,42.2,温度偏高|PM2.5超标
2025-05-03 04:00:00,SENS003,生产区A,29.6,63.5,42.0,温度偏高|PM2.5超标
2025-05-03 04:00:00,SENS004,质检区,27.4,57.4,20.0,正常
2025-05-03 04:00:00,SENS005,生产区A,29.7,55.8,29.9,温度偏高
2025-05-03 04:00:00,SENS006,质检区,23.8,61.9,20.3,正常
2025-05-03 04:00:00,SENS007,质检区,25.1,63.0,49.5,PM2.5超标
2025-05-03 04:00:00,SENS008,生产区B,25.9,57.6,36.3,PM2.5超标
2025-05-03 05:00:00,SENS001,生产区B,25.5,60.0,22.6,正常
2025-05-03 05:00:00,SENS002,生产区A,29.8,54.1,31.4,温度偏高
2025-05-03 05:00:00,SENS003,生产区A,30.8,56.4,27.0,温度偏高
2025-05-03 05:00:00,SENS004,质检区,26.1,61.6,18.9,正常
2025-05-03 05:00:00,SENS005,生产区A,30.7,56.5,11.6,温度偏高
2025-05-03 05:00:00,SENS006,质检区,25.3,53.1,46.8,PM2.5超标
2025-05-03 05:00:00,SENS007,质检区,25.6,55.5,25.2,正常
2025-05-03 05:00:00,SENS008,生产区B,25.4,60.1,10.7,正常
2025-05-03 06:00:00,SENS001,生产区B,25.0,56.0,24.7,正常
2025-05-03 06:00:00,SENS002,生产区A,27.9,59.4,24.7,正常
2025-05-03 06:00:00,SENS003,生产区A,30.7,51.9,35.9,温度偏高|PM2.5超标
2025-05-03 06:00:00,SENS004,质检区,27.1,52.5,10.2,正常
2025-05-03 06:00:00,SENS005,生产区A,29.6,57.3,39.1,温度偏高|PM2.5超标
2025-05-03 06:00:00,SENS006,质检区,27.0,50.6,49.1,PM2.5超标
2025-05-03 06:00:00,SENS007,质检区,27.6,56.2,45.5,PM2.5超标
2025-05-03 06:00:00,SENS008,生产区B,26.1,53.9,35.8,PM2.5超标
2025-05-03 07:00:00,SENS001,生产区B,27.0,50.8,14.6,正常
2025-05-03 07:00:00,SENS002,生产区A,29.3,48.8,31.4,温度偏高
2025-05-03 07:00:00,SENS003,生产区A,29.9,57.0,13.5,温度偏高
2025-05-03 07:00:00,SENS004,质检区,26.1,56.6,19.3,正常
2025-05-03 07:00:00,SENS005,生产区A,27.9,56.9,11.0,正常
2025-05-03 07:00:00,SENS006,质检区,25.4,51.6,27.9,正常
2025-05-03 07:00:00,SENS007,质检区,24.9,49.1,29.0,正常
2025-05-03 07:00:00,SENS008,生产区B,27.6,47.9,10.7,正常
2025-05-03 08:00:00,SENS001,生产区B,26.8,46.5,27.0,正常
2025-05-03 08:00:00,SENS002,生产区A,27.2,54.1,26.3,正常
2025-05-03 08:00:00,SENS003,生产区A,28.6,47.0,20.2,温度偏高
2025-05-03 08:00:00,SENS004,质检区,24.4,45.1,15.6,正常
2025-05-03 08:00:00,SENS005,生产区A,28.4,46.4,24.1,温度偏高
2025-05-03 08:00:00,SENS006,质检区,24.2,53.8,14.9,正常
2025-05-03 08:00:00,SENS007,质检区,24.8,50.6,43.7,PM2.5超标
2025-05-03 08:00:00,SENS008,生产区B,27.0,54.5,40.9,PM2.5超标
2025-05-03 09:00:00,SENS001,生产区B,23.9,51.8,41.4,PM2.5超标
2025-05-03 09:00:00,SENS002,生产区A,28.9,44.3,29.7,温度偏高
2025-05-03 09:00:00,SENS003,生产区A,28.1,52.5,32.9,温度偏高
2025-05-03 09:00:00,SENS004,质检区,24.7,46.5,45.0,PM2.5超标
2025-05-03 09:00:00,SENS005,生产区A,29.5,47.6,19.0,温度偏高
2025-05-03 09:00:00,SENS006,质检区,24.7,49.2,40.7,PM2.5超标
2025-05-03 09:00:00,SENS007,质检区,23.9,48.3,29.1,正常
2025-05-03 09:00:00,SENS008,生产区B,26.9,51.6,10.5,正常
2025-05-03 10:00:00,SENS001,生产区B,24.1,45.2,41.0,PM2.5超标
2025-05-03 10:00:00,SENS002,生产区A,29.2,48.8,43.9,温度偏高|PM2.5超标
2025-05-03 10:00:00,SENS003,生产区A,28.2,47.8,48.0,温度偏高|PM2.5超标
2025-05-03 10:00:00,SENS004,质检区,26.5,42.9,37.2,PM2.5超标
2025-05-03 10:00:00,SENS005,生产区A,27.5,46.9,16.8,正常
2025-05-03 10:00:00,SENS006,质检区,24.2,42.6,25.7,正常
2025-05-03 10:00:00,SENS007,质检区,25.7,42.3,37.2,PM2.5超标
2025-05-03 10:00:00,SENS008,生产区B,22.9,51.1,28.0,正常
2025-05-03 11:00:00,SENS001,生产区B,25.5,41.9,33.5,正常
2025-05-03 11:00:00,SENS002,生产区A,26.8,45.2,26.5,正常
2025-05-03 11:00:00,SENS003,生产区A,25.2,44.2,18.6,正常
2025-05-03 11:00:00,SENS004,质检区,25.4,49.7,13.2,正常
2025-05-03 11:00:00,SENS005,生产区A,28.3,49.5,35.2,温度偏高|PM2.5超标
2025-05-03 11:00:00,SENS006,质检区,25.6,48.0,21.5,正常
2025-05-03 11:00:00,SENS007,质检区,24.7,46.4,14.1,正常
2025-05-03 11:00:00,SENS008,生产区B,23.1,45.1,41.4,PM2.5超标
2025-05-03 12:00:00,SENS001,生产区B,21.8,43.7,12.7,正常
2025-05-03 12:00:00,SENS002,生产区A,26.8,46.2,41.2,PM2.5超标
2025-05-03 12:00:00,SENS003,生产区A,26.3,42.9,22.4,正常
2025-05-03 12:00:00,SENS004,质检区,21.5,44.7,25.9,正常
2025-05-03 12:00:00,SENS005,生产区A,24.6,42.8,48.4,PM2.5超标
2025-05-03 12:00:00,SENS006,质检区,22.1,49.8,49.8,PM2.5超标
2025-05-03 12:00:00,SENS007,质检区,21.6,49.4,43.1,PM2.5超标
2025-05-03 12:00:00,SENS008,生产区B,23.5,46.8,45.3,PM2.5超标
2025-05-03 13:00:00,SENS001,生产区B,21.1,40.6,30.3,正常
2025-05-03 13:00:00,SENS002,生产区A,23.8,49.5,47.0,PM2.5超标
2025-05-03 13:00:00,SENS003,生产区A,25.7,45.6,37.3,PM2.5超标
2025-05-03 13:00:00,SENS004,质检区,23.0,44.9,22.8,正常
2025-05-03 13:00:00,SENS005,生产区A,26.0,44.6,19.5,正常
2025-05-03 13:00:00,SENS006,质检区,21.8,40.7,13.2,正常
2025-05-03 13:00:00,SENS007,质检区,21.6,42.8,19.4,正常
2025-05-03 13:00:00,SENS008,生产区B,20.5,43.5,21.4,正常
2025-05-03 14:00:00,SENS001,生产区B,21.3,51.1,15.7,正常
2025-05-03 14:00:00,SENS002,生产区A,25.9,48.7,21.5,正常
2025-05-03 14:00:00,SENS003,生产区A,25.9,43.4,20.7,正常
2025-05-03 14:00:00,SENS004,质检区,22.5,47.3,13.6,正常
2025-05-03 14:00:00,SENS005,生产区A,24.0,48.2,13.0,正常
2025-05-03 14:00:00,SENS006,质检区,22.7,44.2,24.5,正常
2025-05-03 14:00:00,SENS007,质检区,21.8,44.8,13.9,正常
2025-05-03 14:00:00,SENS008,生产区B,23.3,50.2,12.3,正常
2025-05-03 15:00:00,SENS001,生产区B,21.8,51.5,38.6,PM2.5超标
2025-05-03 15:00:00,SENS002,生产区A,23.2,50.7,13.4,正常
2025-05-03 15:00:00,SENS003,生产区A,23.5,50.3,35.5,PM2.5超标
2025-05-03 15:00:00,SENS004,质检区,19.4,52.7,20.8,正常
2025-05-03 15:00:00,SENS005,生产区A,25.7,46.8,19.8,正常
2025-05-03 15:00:00,SENS006,质检区,21.8,45.1,42.9,PM2.5超标
2025-05-03 15:00:00,SENS007,质检区,22.5,52.6,41.4,PM2.5超标
2025-05-03 15:00:00,SENS008,生产区B,20.6,51.7,43.7,PM2.5超标
2025-05-03 16:00:00,SENS001,生产区B,22.3,53.6,12.9,正常
2025-05-03 16:00:00,SENS002,生产区A,23.2,47.2,41.0,PM2.5超标
2025-05-03 16:00:00,SENS003,生产区A,23.6,47.1,30.6,正常
2025-05-03 16:00:00,SENS004,质检区,22.3,48.6,45.5,PM2.5超标
2025-05-03 16:00:00,SENS005,生产区A,22.4,52.9,41.1,PM2.5超标
2025-05-03 16:00:00,SENS006,质检区,21.8,46.8,11.5,正常
2025-05-03 16:00:00,SENS007,质检区,19.7,48.3,20.5,正常
2025-05-03 16:00:00,SENS008,生产区B,18.5,52.1,31.5,正常
2025-05-03 17:00:00,SENS001,生产区B,20.4,54.7,33.4,正常
2025-05-03 17:00:00,SENS002,生产区A,24.9,54.1,29.1,正常
2025-05-03 17:00:00,SENS003,生产区A,21.7,49.1,16.8,正常
2025-05-03 17:00:00,SENS004,质检区,21.6,57.3,36.4,PM2.5超标
2025-05-03 17:00:00,SENS005,生产区A,22.5,52.1,26.8,正常
2025-05-03 17:00:00,SENS006,质检区,19.6,49.7,27.0,正常
2025-05-03 17:00:00,SENS007,质检区,18.6,48.8,37.3,PM2.5超标
2025-05-03 17:00:00,SENS008,生产区B,19.5,48.4,16.0,正常
2025-05-03 18:00:00,SENS001,生产区B,18.4,52.2,42.3,PM2.5超标
2025-05-03 18:00:00,SENS002,生产区A,24.2,51.5,39.2,PM2.5超标
2025-05-03 18:00:00,SENS003,生产区A,21.6,58.9,12.1,正常
2025-05-03 18:00:00,SENS004,质检区,18.2,56.3,19.1,正常
2025-05-03 18:00:00,SENS005,生产区A,21.9,53.1,33.1,正常
2025-05-03 18:00:00,SENS006,质检区,20.3,57.1,27.3,正常
2025-05-03 18:00:00,SENS007,质检区,20.7,53.8,14.1,正常
2025-05-03 18:00:00,SENS008,生产区B,21.9,58.4,10.3,正常
2025-05-03 19:00:00,SENS001,生产区B,20.8,56.3,26.8,正常
2025-05-03 19:00:00,SENS002,生产区A,23.1,58.7,19.9,正常
2025-05-03 19:00:00,SENS003,生产区A,24.6,57.8,23.2,正常
2025-05-03 19:00:00,SENS004,质检区,21.1,60.2,41.5,PM2.5超标
2025-05-03 19:00:00,SENS005,生产区A,23.0,60.5,46.5,PM2.5超标
2025-05-03 19:00:00,SENS006,质检区,18.5,55.5,48.6,PM2.5超标
2025-05-03 19:00:00,SENS007,质检区,19.6,61.2,31.7,正常
2025-05-03 19:00:00,SENS008,生产区B,19.9,59.3,15.2,正常
2025-05-03 20:00:00,SENS001,生产区B,18.4,60.8,31.7,正常
2025-05-03 20:00:00,SENS002,生产区A,23.6,60.7,17.2,正常
2025-05-03 20:00:00,SENS003,生产区A,25.1,60.5,24.9,正常
2025-05-03 20:00:00,SENS004,质检区,20.5,59.9,16.2,正常
2025-05-03 20:00:00,SENS005,生产区A,25.1,58.4,34.7,正常
2025-05-03 20:00:00,SENS006,质检区,21.8,55.6,28.4,正常
2025-05-03 20:00:00,SENS007,质检区,22.1,58.5,19.2,正常
2025-05-03 20:00:00,SENS008,生产区B,19.1,64.0,45.6,PM2.5超标
2025-05-03 21:00:00,SENS001,生产区B,22.5,66.5,40.6,PM2.5超标
2025-05-03 21:00:00,SENS002,生产区A,25.0,63.2,17.4,正常
2025-05-03 21:00:00,SENS003,生产区A,22.2,58.3,45.6,PM2.5超标
2025-05-03 21:00:00,SENS004,质检区,22.4,57.6,35.7,PM2.5超标
2025-05-03 21:00:00,SENS005,生产区A,24.9,62.4,45.3,PM2.5超标
2025-05-03 21:00:00,SENS006,质检区,20.0,62.8,10.8,正常
2025-05-03 21:00:00,SENS007,质检区,20.0,58.8,14.0,正常
2025-05-03 21:00:00,SENS008,生产区B,22.5,63.8,36.6,PM2.5超标
2025-05-03 22:00:00,SENS001,生产区B,19.8,63.3,13.0,正常
2025-05-03 22:00:00,SENS002,生产区A,25.0,60.5,16.5,正常
2025-05-03 22:00:00,SENS003,生产区A,23.2,58.8,22.7,正常
2025-05-03 22:00:00,SENS004,质检区,22.1,66.8,27.1,正常
2025-05-03 22:00:00,SENS005,生产区A,24.2,63.3,20.1,正常
2025-05-03 22:00:00,SENS006,质检区,20.5,59.4,13.5,正常
2025-05-03 22:00:00,SENS007,质检区,20.0,66.1,25.5,正常
2025-05-03 22:00:00,SENS008,生产区B,21.5,62.2,20.1,正常
2025-05-03 23:00:00,SENS001,生产区B,22.5,67.7,45.9,PM2.5超标
2025-05-03 23:00:00,SENS002,生产区A,23.2,65.7,11.1,正常
2025-05-03 23:00:00,SENS003,生产区A,25.0,61.4,32.7,正常
2025-05-03 23:00:00,SENS004,质检区,21.4,63.8,12.3,正常
2025-05-03 23:00:00,SENS005,生产区A,23.4,66.7,30.1,正常
2025-05-03 23:00:00,SENS006,质检区,21.7,65.2,41.6,PM2.5超标
2025-05-03 23:00:00,SENS007,质检区,21.7,63.4,37.3,PM2.5超标
2025-05-03 23:00:00,SENS008,生产区B,21.8,63.8,49.5,PM2.5超标
2025-05-04 00:00:00,SENS001,生产区B,22.0,65.1,17.6,正常
2025-05-04 00:00:00,SENS002,生产区A,24.3,64.0,43.9,PM2.5超标
2025-05-04 00:00:00,SENS003,生产区A,24.7,66.9,39.4,PM2.5超标
2025-05-04 00:00:00,SENS004,质检区,22.9,60.8,28.1,正常
2025-05-04 00:00:00,SENS005,生产区A,25.0,69.4,35.1,PM2.5超标
2025-05-04 00:00:00,SENS006,质检区,23.3,64.9,22.3,正常
2025-05-04 00:00:00,SENS007,质检区,24.1,63.6,22.0,正常
2025-05-04 00:00:00,SENS008,生产区B,23.3,65.9,43.4,PM2.5超标
2025-05-04 01:00:00,SENS001,生产区B,23.7,66.4,28.1,正常
2025-05-04 01:00:00,SENS002,生产区A,25.0,66.3,33.8,正常
2025-05-04 01:00:00,SENS003,生产区A,28.5,65.8,32.8,温度偏高
2025-05-04 01:00:00,SENS004,质检区,22.9,66.8,40.3,PM2.5超标
2025-05-04 01:00:00,SENS005,生产区A,27.0,66.3,50.0,PM2.5超标
2025-05-04 01:00:00,SENS006,质检区,25.7,63.8,47.4,PM2.5超标
2025-05-04 01:00:00,SENS007,质检区,24.9,64.8,25.8,正常
2025-05-04 01:00:00,SENS008,生产区B,23.7,69.6,26.6,正常
2025-05-04 02:00:00,SENS001,生产区B,24.2,63.5,23.7,正常
2025-05-04 02:00:00,SENS002,生产区A,27.8,65.5,34.6,正常
2025-05-04 02:00:00,SENS003,生产区A,27.6,62.2,39.3,PM2.5超标
2025-05-04 02:00:00,SENS004,质检区,24.2,65.2,35.9,PM2.5超标
2025-05-04 02:00:00,SENS005,生产区A,28.3,59.4,41.2,温度偏高|PM2.5超标
2025-05-04 02:00:00,SENS006,质检区,24.1,67.9,25.7,正常
2025-05-04 02:00:00,SENS007,质检区,22.7,61.2,28.5,正常
2025-05-04 02:00:00,SENS008,生产区B,23.2,63.1,32.4,正常
