时间戳,设备ID,设备状态,总运行时间,故障持续时间,故障次数,振动值,温度,维护到期时间,上次维护时间,预警状态
2025-04-28 09:00:00,CNC004,待维护,388.0,0.0,25,0.7,38.61,2025-04-22,2025-03-25,振动异常|温度异常|需要维护|故障频发
2025-04-28 10:00:00,CNC004,运行中,389.0,0.0,25,0.11,23.6,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-28 11:00:00,CNC004,运行中,390.0,0.0,25,0.35,22.4,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-28 12:00:00,CNC004,待维护,390.0,0.0,25,0.42,34.45,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-28 13:00:00,CNC004,待维护,390.0,0.0,25,0.26,26.130000000000003,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-28 14:00:00,CNC004,待机,390.0,0.0,25,0.82,43.29,2025-04-22,2025-03-25,振动异常|温度异常|需要维护|故障频发
2025-04-28 15:00:00,CNC004,运行中,391.0,0.0,25,0.22,31.85,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-28 08:00:00,CNC005,故障,381.0,1.0,39,0.4,31.8,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-28 09:00:00,CNC005,待机,381.0,0.0,39,0.47,31.0,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-28 10:00:00,CNC005,待维护,381.0,0.0,39,0.41,32.63,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-28 11:00:00,CNC005,待维护,381.0,0.0,39,0.2,20.7,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-28 12:00:00,CNC005,待维护,381.0,0.0,39,0.49,34.4,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-28 13:00:00,CNC005,待维护,381.0,0.0,39,0.28,21.4,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-28 14:00:00,CNC005,运行中,382.0,0.0,39,0.43,41.6,2025-04-21,2025-04-01,温度异常|需要维护|故障频发
2025-04-28 15:00:00,CNC005,故障,382.0,1.0,40,0.43,33.410000000000004,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-28 16:00:00,CNC001,运行中,408.0,0.0,35,0.14,32.4,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-28 17:00:00,CNC001,运行中,409.0,0.0,35,0.96,32.76,2025-04-23,2025-03-27,振动异常|需要维护|故障频发
2025-04-28 18:00:00,CNC001,故障,409.0,1.0,36,0.17,34.5,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-28 19:00:00,CNC001,故障,409.0,1.0,37,0.13,26.8,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-28 20:00:00,CNC001,运行中,410.0,0.0,37,0.28,28.8,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-28 21:00:00,CNC001,待机,410.0,0.0,37,0.18,30.8,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-28 22:00:00,CNC001,运行中,411.0,0.0,37,0.49,39.13,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-28 23:00:00,CNC001,待维护,411.0,0.0,37,0.42,37.050000000000004,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-28 16:00:00,CNC002,运行中,408.0,0.0,37,0.28,37.7,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-28 17:00:00,CNC002,运行中,409.0,0.0,37,0.28,34.5,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-28 18:00:00,CNC002,待维护,409.0,0.0,37,0.26,29.8,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-28 19:00:00,CNC002,故障,409.0,1.0,38,0.4,28.0,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-28 20:00:00,CNC002,运行中,410.0,0.0,38,0.2,39.13,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-28 21:00:00,CNC002,运行中,411.0,0.0,38,0.82,23.8,2025-04-23,2025-03-27,振动异常|需要维护|故障频发
2025-04-28 22:00:00,CNC002,待维护,411.0,0.0,38,0.14,28.1,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-28 23:00:00,CNC002,待维护,411.0,0.0,38,0.86,45.5,2025-04-23,2025-03-27,振动异常|温度异常|需要维护|故障频发
2025-04-28 16:00:00,CNC003,待维护,415.0,0.0,27,0.64,33.1,2025-04-27,2025-03-29,振动异常|需要维护|故障频发
2025-04-28 17:00:00,CNC003,运行中,416.0,0.0,27,0.32,26.3,2025-04-27,2025-03-29,需要维护|故障频发
2025-04-28 18:00:00,CNC003,待维护,416.0,0.0,27,0.21,29.25,2025-04-27,2025-03-29,需要维护|故障频发
2025-04-28 19:00:00,CNC003,运行中,417.0,0.0,27,0.35,21.7,2025-04-27,2025-03-29,需要维护|故障频发
2025-04-28 20:00:00,CNC003,运行中,418.0,0.0,27,0.66,25.2,2025-04-27,2025-03-29,振动异常|需要维护|故障频发
2025-04-28 21:00:00,CNC003,运行中,419.0,0.0,27,1.0,29.5,2025-04-27,2025-03-29,振动异常|需要维护|故障频发
2025-04-28 22:00:00,CNC003,待维护,419.0,0.0,27,0.26,23.1,2025-04-27,2025-03-29,需要维护|故障频发
2025-04-28 23:00:00,CNC003,运行中,420.0,0.0,27,0.38,26.91,2025-04-27,2025-03-29,需要维护|故障频发
2025-04-28 16:00:00,CNC004,运行中,392.0,0.0,25,0.11,22.2,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-28 17:00:00,CNC004,运行中,393.0,0.0,25,0.36,26.4,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-28 18:00:00,CNC004,运行中,394.0,0.0,25,0.48,40.300000000000004,2025-04-22,2025-03-25,温度异常|需要维护|故障频发
2025-04-28 19:00:00,CNC004,运行中,395.0,0.0,25,1.0,33.3,2025-04-22,2025-03-25,振动异常|需要维护|故障频发
2025-04-28 20:00:00,CNC004,运行中,396.0,0.0,25,0.84,31.7,2025-04-22,2025-03-25,振动异常|需要维护|故障频发
2025-04-28 21:00:00,CNC004,运行中,397.0,0.0,25,0.35,30.9,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-28 22:00:00,CNC004,待维护,397.0,0.0,25,0.14,21.1,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-28 23:00:00,CNC004,待维护,397.0,0.0,25,0.21,34.97,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-28 16:00:00,CNC005,待机,382.0,0.0,40,0.22,38.87,2025-04-21,2025-04-01,温度异常|需要维护|故障频发
2025-04-28 17:00:00,CNC005,故障,382.0,1.0,41,0.66,21.7,2025-04-21,2025-04-01,振动异常|需要维护|故障频发
2025-04-28 18:00:00,CNC005,待机,382.0,0.0,41,0.46,31.9,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-28 19:00:00,CNC005,待维护,382.0,0.0,41,0.35,34.9,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-28 20:00:00,CNC005,运行中,383.0,0.0,41,0.3,27.5,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-28 21:00:00,CNC005,运行中,384.0,0.0,41,0.56,41.86000000000001,2025-04-21,2025-04-01,振动异常|温度异常|需要维护|故障频发
2025-04-28 22:00:00,CNC005,待维护,384.0,0.0,41,0.37,30.4,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-28 23:00:00,CNC005,待维护,384.0,0.0,41,0.9,32.37,2025-04-21,2025-04-01,振动异常|需要维护|故障频发
2025-04-29 00:00:00,CNC001,运行中,412.0,0.0,37,0.14,24.2,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 01:00:00,CNC001,待维护,412.0,0.0,37,0.4,40.95,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-29 02:00:00,CNC001,待维护,412.0,0.0,37,0.32,30.419999999999998,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 03:00:00,CNC001,运行中,413.0,0.0,37,0.44,24.6,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 04:00:00,CNC001,运行中,414.0,0.0,37,0.62,27.82,2025-04-23,2025-03-27,振动异常|需要维护|故障频发
2025-04-29 05:00:00,CNC001,待机,414.0,0.0,37,0.15,29.6,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 06:00:00,CNC001,待机,414.0,0.0,37,0.98,32.3,2025-04-23,2025-03-27,振动异常|需要维护|故障频发
2025-04-29 07:00:00,CNC001,待维护,414.0,0.0,37,0.37,37.440000000000005,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-29 00:00:00,CNC002,运行中,412.0,0.0,38,0.21,34.71,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 01:00:00,CNC002,运行中,413.0,0.0,38,0.98,33.54,2025-04-23,2025-03-27,振动异常|需要维护|故障频发
2025-04-29 02:00:00,CNC002,运行中,414.0,0.0,38,0.98,26.9,2025-04-23,2025-03-27,振动异常|需要维护|故障频发
2025-04-29 03:00:00,CNC002,待维护,414.0,0.0,38,0.32,40.56,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-29 04:00:00,CNC002,待维护,414.0,0.0,38,0.39,30.6,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 05:00:00,CNC002,故障,414.0,1.0,39,0.35,38.74,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-29 06:00:00,CNC002,运行中,415.0,0.0,39,0.26,37.18,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-29 07:00:00,CNC002,待维护,415.0,0.0,39,0.42,36.4,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-29 00:00:00,CNC003,待维护,420.0,0.0,27,0.48,34.6,2025-04-27,2025-03-29,需要维护|故障频发
2025-04-29 01:00:00,CNC003,运行中,421.0,0.0,27,0.56,20.1,2025-04-27,2025-03-29,振动异常|需要维护|故障频发
2025-04-29 02:00:00,CNC003,运行中,422.0,0.0,27,0.24,33.93,2025-04-27,2025-03-29,需要维护|故障频发
2025-04-29 03:00:00,CNC003,运行中,423.0,0.0,27,0.64,26.0,2025-04-27,2025-03-29,振动异常|需要维护|故障频发
2025-04-29 04:00:00,CNC003,运行中,424.0,0.0,27,0.19,29.8,2025-04-27,2025-03-29,需要维护|故障频发
2025-04-29 05:00:00,CNC003,运行中,425.0,0.0,27,0.32,32.7,2025-04-27,2025-03-29,需要维护|故障频发
2025-04-29 06:00:00,CNC003,待维护,425.0,0.0,27,0.62,33.4,2025-04-27,2025-03-29,振动异常|需要维护|故障频发
2025-04-29 07:00:00,CNC003,待维护,425.0,0.0,27,0.39,26.7,2025-04-27,2025-03-29,需要维护|故障频发
2025-04-29 00:00:00,CNC004,运行中,398.0,0.0,25,0.48,20.5,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-29 01:00:00,CNC004,运行中,399.0,0.0,25,0.26,23.3,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-29 02:00:00,CNC004,待维护,399.0,0.0,25,0.54,25.7,2025-04-22,2025-03-25,振动异常|需要维护|故障频发
2025-04-29 03:00:00,CNC004,故障,399.0,1.0,26,0.32,20.6,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-29 04:00:00,CNC004,故障,399.0,1.0,27,0.52,42.12,2025-04-22,2025-03-25,振动异常|温度异常|需要维护|故障频发
2025-04-29 05:00:00,CNC004,待维护,399.0,0.0,27,0.35,25.3,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-29 06:00:00,CNC004,故障,399.0,1.0,28,0.34,30.03,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-29 07:00:00,CNC004,待维护,399.0,0.0,28,0.28,23.0,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-29 00:00:00,CNC005,运行中,385.0,0.0,41,0.15,28.86,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-29 01:00:00,CNC005,故障,385.0,1.0,42,0.52,32.0,2025-04-21,2025-04-01,振动异常|需要维护|故障频发
2025-04-29 02:00:00,CNC005,运行中,386.0,0.0,42,0.31,34.32,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-29 03:00:00,CNC005,运行中,387.0,0.0,42,0.1,32.1,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-29 04:00:00,CNC005,待维护,387.0,0.0,42,0.28,44.85,2025-04-21,2025-04-01,温度异常|需要维护|故障频发
2025-04-29 05:00:00,CNC005,运行中,388.0,0.0,42,0.5,32.2,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-29 06:00:00,CNC005,待维护,388.0,0.0,42,0.96,28.3,2025-04-21,2025-04-01,振动异常|需要维护|故障频发
2025-04-29 07:00:00,CNC005,运行中,389.0,0.0,42,0.22,31.1,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-29 08:00:00,CNC001,待机,414.0,0.0,37,0.34,30.3,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 09:00:00,CNC001,运行中,415.0,0.0,37,0.34,26.9,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 10:00:00,CNC001,待机,415.0,0.0,37,0.7,31.9,2025-04-23,2025-03-27,振动异常|需要维护|故障频发
2025-04-29 11:00:00,CNC001,运行中,416.0,0.0,37,0.48,27.5,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 12:00:00,CNC001,运行中,417.0,0.0,37,0.21,33.6,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 13:00:00,CNC001,运行中,418.0,0.0,37,0.3,28.990000000000002,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 14:00:00,CNC001,运行中,419.0,0.0,37,0.46,21.4,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 15:00:00,CNC001,运行中,420.0,0.0,37,0.34,36.660000000000004,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-29 08:00:00,CNC002,待维护,415.0,0.0,39,0.18,35.230000000000004,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-29 09:00:00,CNC002,运行中,416.0,0.0,39,0.2,32.1,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 10:00:00,CNC002,待机,416.0,0.0,39,0.26,23.1,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 11:00:00,CNC002,待维护,416.0,0.0,39,0.25,34.8,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 12:00:00,CNC002,待维护,416.0,0.0,39,0.14,26.7,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 13:00:00,CNC002,故障,416.0,1.0,40,0.35,26.130000000000003,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 14:00:00,CNC002,运行中,417.0,0.0,40,0.6,45.5,2025-04-23,2025-03-27,振动异常|温度异常|需要维护|故障频发
2025-04-29 15:00:00,CNC002,运行中,418.0,0.0,40,0.22,26.3,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 08:00:00,CNC003,运行中,426.0,0.0,27,0.4,44.980000000000004,2025-04-27,2025-03-29,温度异常|需要维护|故障频发
2025-04-29 09:00:00,CNC003,运行中,427.0,0.0,27,0.38,29.6,2025-04-27,2025-03-29,需要维护|故障频发
2025-04-29 10:00:00,CNC003,运行中,428.0,0.0,27,0.35,23.7,2025-04-27,2025-03-29,需要维护|故障频发
2025-04-29 11:00:00,CNC003,故障,428.0,1.0,28,0.33,37.18,2025-04-27,2025-03-29,温度异常|需要维护|故障频发
2025-04-29 12:00:00,CNC003,待机,428.0,0.0,28,0.17,28.9,2025-04-27,2025-03-29,需要维护|故障频发
2025-04-29 13:00:00,CNC003,运行中,429.0,0.0,28,0.44,34.190000000000005,2025-04-27,2025-03-29,需要维护|故障频发
2025-04-29 14:00:00,CNC003,运行中,430.0,0.0,28,0.82,31.7,2025-04-27,2025-03-29,振动异常|需要维护|故障频发
2025-04-29 15:00:00,CNC003,运行中,431.0,0.0,28,0.46,39.39,2025-04-27,2025-03-29,温度异常|需要维护|故障频发
2025-04-29 08:00:00,CNC004,运行中,400.0,0.0,28,0.86,28.6,2025-04-22,2025-03-25,振动异常|需要维护|故障频发
2025-04-29 09:00:00,CNC004,待维护,400.0,0.0,28,0.24,44.72,2025-04-22,2025-03-25,温度异常|需要维护|故障频发
2025-04-29 10:00:00,CNC004,运行中,401.0,0.0,28,0.43,30.8,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-29 11:00:00,CNC004,待维护,401.0,0.0,28,0.38,34.32,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-29 12:00:00,CNC004,运行中,402.0,0.0,28,0.23,22.7,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-29 13:00:00,CNC004,运行中,403.0,0.0,28,0.3,29.5,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-29 14:00:00,CNC004,故障,403.0,1.0,29,0.72,28.990000000000002,2025-04-22,2025-03-25,振动异常|需要维护|故障频发
2025-04-29 15:00:00,CNC004,待机,403.0,0.0,29,0.25,29.2,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-29 08:00:00,CNC005,运行中,390.0,0.0,42,0.92,27.56,2025-04-21,2025-04-01,振动异常|需要维护|故障频发
2025-04-29 09:00:00,CNC005,运行中,391.0,0.0,42,0.43,23.6,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-29 10:00:00,CNC005,运行中,392.0,0.0,42,0.43,33.7,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-29 11:00:00,CNC005,运行中,393.0,0.0,42,0.41,32.8,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-29 12:00:00,CNC005,待维护,393.0,0.0,42,0.36,32.0,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-29 13:00:00,CNC005,待维护,393.0,0.0,42,0.45,42.77,2025-04-21,2025-04-01,温度异常|需要维护|故障频发
2025-04-29 14:00:00,CNC005,待维护,393.0,0.0,42,0.74,33.6,2025-04-21,2025-04-01,振动异常|需要维护|故障频发
2025-04-29 15:00:00,CNC005,运行中,394.0,0.0,42,0.72,28.5,2025-04-21,2025-04-01,振动异常|需要维护|故障频发
2025-04-29 16:00:00,CNC001,待维护,420.0,0.0,37,0.24,30.81,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 17:00:00,CNC001,运行中,421.0,0.0,37,0.5,30.2,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 18:00:00,CNC001,运行中,422.0,0.0,37,0.45,36.660000000000004,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-29 19:00:00,CNC001,运行中,423.0,0.0,37,0.34,42.9,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-29 20:00:00,CNC001,运行中,424.0,0.0,37,0.16,21.5,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 21:00:00,CNC001,运行中,425.0,0.0,37,0.39,24.6,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 22:00:00,CNC001,故障,425.0,1.0,38,0.24,24.1,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 23:00:00,CNC001,待维护,425.0,0.0,38,0.42,39.519999999999996,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-29 16:00:00,CNC002,待机,418.0,0.0,40,0.32,27.8,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 17:00:00,CNC002,待维护,418.0,0.0,40,0.9,30.0,2025-04-23,2025-03-27,振动异常|需要维护|故障频发
2025-04-29 18:00:00,CNC002,运行中,419.0,0.0,40,0.5,31.980000000000004,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 19:00:00,CNC002,运行中,420.0,0.0,40,0.32,28.990000000000002,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 20:00:00,CNC002,运行中,421.0,0.0,40,0.96,39.519999999999996,2025-04-23,2025-03-27,振动异常|温度异常|需要维护|故障频发
2025-04-29 21:00:00,CNC002,待机,421.0,0.0,40,0.92,31.2,2025-04-23,2025-03-27,振动异常|需要维护|故障频发
2025-04-29 22:00:00,CNC002,运行中,422.0,0.0,40,0.32,42.9,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-29 23:00:00,CNC002,待维护,422.0,0.0,40,0.46,24.0,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-29 16:00:00,CNC003,运行中,432.0,0.0,28,0.24,21.9,2025-04-27,2025-03-29,需要维护|故障频发
2025-04-29 17:00:00,CNC003,故障,432.0,1.0,29,0.76,25.9,2025-04-27,2025-03-29,振动异常|需要维护|故障频发
2025-04-29 18:00:00,CNC003,待维护,432.0,0.0,29,0.24,36.53,2025-04-27,2025-03-29,温度异常|需要维护|故障频发
2025-04-29 19:00:00,CNC003,待机,432.0,0.0,29,0.86,34.84,2025-04-27,2025-03-29,振动异常|需要维护|故障频发
2025-04-29 20:00:00,CNC003,运行中,433.0,0.0,29,0.18,27.430000000000003,2025-04-27,2025-03-29,需要维护|故障频发
2025-04-29 21:00:00,CNC003,待维护,433.0,0.0,29,0.96,21.4,2025-04-27,2025-03-29,振动异常|需要维护|故障频发
2025-04-29 22:00:00,CNC003,故障,433.0,1.0,30,0.88,26.0,2025-04-27,2025-03-29,振动异常|需要维护|故障频发
2025-04-29 23:00:00,CNC003,故障,433.0,1.0,31,0.42,29.64,2025-04-27,2025-03-29,需要维护|故障频发
2025-04-29 16:00:00,CNC004,待机,403.0,0.0,29,0.32,21.7,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-29 17:00:00,CNC004,故障,403.0,1.0,30,0.3,30.1,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-29 18:00:00,CNC004,运行中,404.0,0.0,30,0.29,22.2,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-29 19:00:00,CNC004,运行中,405.0,0.0,30,0.44,24.6,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-29 20:00:00,CNC004,待维护,405.0,0.0,30,0.27,32.3,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-29 21:00:00,CNC004,运行中,406.0,0.0,30,0.38,22.1,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-29 22:00:00,CNC004,故障,406.0,1.0,31,0.38,22.1,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-29 23:00:00,CNC004,运行中,407.0,0.0,31,0.36,38.22,2025-04-22,2025-03-25,温度异常|需要维护|故障频发
2025-04-29 16:00:00,CNC005,待维护,394.0,0.0,42,0.86,32.7,2025-04-21,2025-04-01,振动异常|需要维护|故障频发
2025-04-29 17:00:00,CNC005,运行中,395.0,0.0,42,0.26,28.080000000000002,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-29 18:00:00,CNC005,故障,395.0,1.0,43,0.28,44.85,2025-04-21,2025-04-01,温度异常|需要维护|故障频发
2025-04-29 19:00:00,CNC005,运行中,396.0,0.0,43,0.13,28.2,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-29 20:00:00,CNC005,待机,396.0,0.0,43,0.36,24.3,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-29 21:00:00,CNC005,故障,396.0,1.0,44,0.64,28.2,2025-04-21,2025-04-01,振动异常|需要维护|故障频发
2025-04-29 22:00:00,CNC005,运行中,397.0,0.0,44,0.62,45.37,2025-04-21,2025-04-01,振动异常|温度异常|需要维护|故障频发
2025-04-29 23:00:00,CNC005,运行中,398.0,0.0,44,0.32,31.6,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-30 00:00:00,CNC001,待维护,425.0,0.0,38,0.24,24.0,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-30 01:00:00,CNC001,待机,425.0,0.0,38,0.33,40.82,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-30 02:00:00,CNC001,运行中,426.0,0.0,38,0.2,20.7,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-30 03:00:00,CNC001,运行中,427.0,0.0,38,0.45,33.7,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-30 04:00:00,CNC001,待维护,427.0,0.0,38,0.27,33.4,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-30 05:00:00,CNC001,运行中,428.0,0.0,38,0.5,30.6,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-30 06:00:00,CNC001,运行中,429.0,0.0,38,0.68,28.21,2025-04-23,2025-03-27,振动异常|需要维护|故障频发
2025-04-30 07:00:00,CNC001,运行中,430.0,0.0,38,0.47,31.9,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-30 00:00:00,CNC002,待维护,422.0,0.0,40,0.64,23.3,2025-04-23,2025-03-27,振动异常|需要维护|故障频发
2025-04-30 01:00:00,CNC002,运行中,423.0,0.0,40,0.98,43.03,2025-04-23,2025-03-27,振动异常|温度异常|需要维护|故障频发
2025-04-30 02:00:00,CNC002,待维护,423.0,0.0,40,0.38,30.1,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-30 03:00:00,CNC002,运行中,424.0,0.0,40,0.98,22.0,2025-04-23,2025-03-27,振动异常|需要维护|故障频发
2025-04-30 04:00:00,CNC002,待机,424.0,0.0,40,0.18,37.57,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-30 05:00:00,CNC002,运行中,425.0,0.0,40,0.13,39.26,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-30 06:00:00,CNC002,运行中,426.0,0.0,40,0.62,42.25,2025-04-23,2025-03-27,振动异常|温度异常|需要维护|故障频发
2025-04-30 07:00:00,CNC002,运行中,427.0,0.0,40,0.48,30.9,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-30 00:00:00,CNC003,故障,433.0,1.0,32,0.52,22.1,2025-04-27,2025-03-29,振动异常|需要维护|故障频发
2025-04-30 01:00:00,CNC003,运行中,434.0,0.0,32,0.21,38.61,2025-04-27,2025-03-29,温度异常|需要维护|故障频发
2025-04-30 02:00:00,CNC003,运行中,435.0,0.0,32,0.1,34.32,2025-04-27,2025-03-29,需要维护|故障频发
2025-04-30 03:00:00,CNC003,运行中,436.0,0.0,32,0.23,24.6,2025-04-27,2025-03-29,需要维护|故障频发
2025-04-30 04:00:00,CNC003,待维护,436.0,0.0,32,0.11,24.8,2025-04-27,2025-03-29,需要维护|故障频发
2025-04-30 05:00:00,CNC003,运行中,437.0,0.0,32,0.34,29.380000000000003,2025-04-27,2025-03-29,需要维护|故障频发
2025-04-30 06:00:00,CNC003,待机,437.0,0.0,32,0.54,39.26,2025-04-27,2025-03-29,振动异常|温度异常|需要维护|故障频发
2025-04-30 07:00:00,CNC003,运行中,438.0,0.0,32,0.38,27.169999999999998,2025-04-27,2025-03-29,需要维护|故障频发
2025-04-30 00:00:00,CNC004,运行中,408.0,0.0,31,0.44,25.3,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-30 01:00:00,CNC004,待维护,408.0,0.0,31,0.4,26.5,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-30 02:00:00,CNC004,运行中,409.0,0.0,31,0.15,30.7,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-30 03:00:00,CNC004,运行中,410.0,0.0,31,0.8,38.87,2025-04-22,2025-03-25,振动异常|温度异常|需要维护|故障频发
2025-04-30 04:00:00,CNC004,待维护,410.0,0.0,31,0.2,34.7,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-30 05:00:00,CNC004,运行中,411.0,0.0,31,0.5,29.8,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-30 06:00:00,CNC004,运行中,412.0,0.0,31,0.36,31.9,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-30 07:00:00,CNC004,运行中,413.0,0.0,31,0.14,28.9,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-30 00:00:00,CNC005,待维护,398.0,0.0,44,0.52,27.3,2025-04-21,2025-04-01,振动异常|需要维护|故障频发
2025-04-30 01:00:00,CNC005,运行中,399.0,0.0,44,0.31,30.8,2025-04-21,2025-04-01,需要维护|故障频发
