时间戳,工号,班次,操作时长,熟练度,操作类型,操作结果,上次培训日期,预警状态
2025-04-28 13:33:16.961903,W001,白班,1.81,0.63,上料,正常,2025-02-04,效率低下
2025-04-28 10:32:28.613822,W002,白班,1.44,0.81,下料,正常,2025-02-28,正常
2025-04-28 13:35:00.601683,W002,白班,1.58,0.71,调试,正常,2025-02-28,效率低下
2025-04-28 08:29:18.058118,W003,白班,0.98,0.7,上料,正常,2024-10-21,效率低下|需要培训
2025-04-28 13:38:20.695387,W003,白班,1.13,0.61,维护,正常,2024-10-21,效率低下|需要培训
2025-04-28 11:33:22.133116,W004,白班,0.68,0.69,质检,正常,2025-02-03,效率低下
2025-04-28 15:35:29.245155,W004,白班,1.73,0.58,调试,正常,2025-02-03,效率低下
2025-04-28 13:40:05.213790,W005,白班,0.64,0.84,上料,正常,2025-02-07,正常
2025-04-28 15:09:08.233773,W005,白班,0.54,0.83,上料,正常,2025-02-07,正常
2025-04-28 13:12:55.494004,W005,白班,1.61,0.85,下料,正常,2025-02-07,正常
2025-04-28 10:34:35.952950,W005,白班,1.41,0.88,质检,正常,2025-02-07,正常
2025-04-28 13:24:48.403304,W006,白班,1.91,0.74,下料,正常,2024-12-29,效率低下|需要培训
2025-04-28 12:51:23.536587,W006,白班,0.98,0.75,维护,正常,2024-12-29,效率低下|需要培训
2025-04-28 12:15:47.813648,W006,白班,0.85,0.76,调试,正常,2024-12-29,需要培训
2025-04-28 12:01:13.260702,W007,白班,0.66,0.72,维护,异常,2025-02-27,效率低下
2025-04-28 10:04:51.540150,W007,白班,1.26,0.78,上料,正常,2025-02-27,正常
2025-04-28 09:58:07.159185,W007,白班,0.98,0.78,调试,正常,2025-02-27,正常
2025-04-28 08:04:08.530718,W008,白班,1.4,0.73,下料,正常,2024-11-12,效率低下|需要培训
2025-04-28 08:08:24.446091,W008,白班,1.99,0.73,上料,正常,2024-11-12,效率低下|需要培训
2025-04-28 12:45:45.753867,W009,白班,1.63,0.76,下料,正常,2024-12-05,需要培训
2025-04-28 12:53:21.398384,W009,白班,1.76,0.76,下料,正常,2024-12-05,需要培训
2025-04-28 12:21:26.760899,W009,白班,1.21,0.77,质检,异常,2024-12-05,需要培训
2025-04-28 12:58:41.141817,W009,白班,1.26,0.76,上料,正常,2024-12-05,需要培训
2025-04-28 09:37:26.157933,W010,白班,1.21,0.89,下料,正常,2024-12-14,需要培训
2025-04-28 11:01:49.167419,W010,白班,1.64,0.87,维护,正常,2024-12-14,需要培训
2025-04-28 14:45:21.561318,W010,白班,1.52,0.82,维护,正常,2024-12-14,需要培训
2025-04-28 14:58:46.764780,W010,白班,0.52,0.82,维护,正常,2024-12-14,需要培训
2025-04-28 16:57:35.897551,W001,白班,1.48,0.7,维护,正常,2025-02-04,效率低下
2025-04-28 20:37:25.534316,W001,夜班,1.37,0.58,维护,正常,2025-02-04,效率低下
2025-04-28 22:54:39.906594,W001,夜班,1.86,0.55,维护,正常,2025-02-04,效率低下
2025-04-28 18:47:20.503659,W002,夜班,1.38,0.72,下料,正常,2025-02-28,效率低下
2025-04-28 16:42:11.872721,W002,白班,0.9,0.87,上料,正常,2025-02-28,正常
2025-04-28 20:33:18.643578,W003,夜班,1.17,0.57,维护,正常,2024-10-21,效率低下|需要培训
2025-04-28 22:48:56.087741,W003,夜班,0.59,0.54,质检,正常,2024-10-21,效率低下|需要培训
2025-04-28 19:21:19.258486,W003,夜班,1.84,0.59,调试,正常,2024-10-21,效率低下|需要培训
2025-04-28 19:57:57.400651,W003,夜班,0.6,0.58,维护,正常,2024-10-21,效率低下|需要培训
2025-04-28 18:29:31.436301,W004,夜班,1.63,0.64,下料,正常,2025-02-03,效率低下
2025-04-28 23:24:54.683180,W004,夜班,1.47,0.52,调试,正常,2025-02-03,效率低下
2025-04-28 20:30:54.532108,W004,夜班,1.95,0.59,上料,正常,2025-02-03,效率低下
2025-04-28 17:04:42.637480,W004,白班,1.03,0.75,质检,正常,2025-02-03,正常
2025-04-28 17:01:47.861376,W005,白班,0.82,0.9,质检,正常,2025-02-07,正常
2025-04-28 22:54:12.304820,W005,夜班,1.88,0.75,质检,正常,2025-02-07,效率低下
2025-04-28 20:30:29.064981,W005,夜班,0.96,0.77,调试,正常,2025-02-07,正常
2025-04-28 17:08:27.057717,W005,白班,0.71,0.9,质检,正常,2025-02-07,正常
2025-04-28 20:59:34.008961,W006,夜班,0.7,0.67,上料,正常,2024-12-29,效率低下|需要培训
2025-04-28 17:44:55.655354,W006,白班,1.88,0.79,质检,正常,2024-12-29,需要培训
2025-04-28 18:39:21.355591,W006,夜班,1.63,0.7,下料,正常,2024-12-29,效率低下|需要培训
2025-04-28 21:29:11.055260,W007,夜班,1.67,0.61,调试,正常,2025-02-27,效率低下
2025-04-28 23:41:57.878524,W007,夜班,1.88,0.56,下料,正常,2025-02-27,效率低下
2025-04-28 20:11:03.722986,W008,夜班,1.61,0.62,调试,正常,2024-11-12,效率低下|需要培训
2025-04-28 19:54:38.092733,W008,夜班,0.56,0.62,下料,正常,2024-11-12,效率低下|需要培训
2025-04-28 20:17:02.665303,W008,夜班,1.72,0.62,质检,正常,2024-11-12,效率低下|需要培训
2025-04-28 17:42:40.951656,W009,白班,0.86,0.82,维护,异常,2024-12-05,需要培训
2025-04-28 16:39:46.128774,W009,白班,0.83,0.84,调试,正常,2024-12-05,需要培训
2025-04-28 18:06:53.540648,W010,夜班,0.86,0.79,质检,正常,2024-12-14,需要培训
2025-04-28 19:27:17.329634,W010,夜班,0.98,0.78,下料,正常,2024-12-14,需要培训
2025-04-28 16:02:16.264260,W010,白班,1.71,0.91,上料,正常,2024-12-14,需要培训
2025-04-28 16:23:59.668399,W010,白班,0.81,0.9,质检,正常,2024-12-14,需要培训
2025-04-29 05:30:16.801862,W001,夜班,1.81,0.57,上料,正常,2025-02-04,效率低下
2025-04-29 07:24:58.349538,W001,白班,1.62,0.6,维护,正常,2025-02-04,效率低下
2025-04-29 07:47:32.338495,W001,白班,0.5,0.6,质检,正常,2025-02-04,效率低下
2025-04-29 00:28:31.627350,W001,夜班,1.01,0.63,调试,正常,2025-02-04,效率低下
2025-04-29 04:46:08.053305,W002,夜班,0.68,0.66,上料,正常,2025-02-28,效率低下
2025-04-29 02:12:18.321817,W002,夜班,1.25,0.74,下料,正常,2025-02-28,效率低下
2025-04-29 06:05:48.248462,W002,白班,1.51,0.69,上料,正常,2025-02-28,效率低下
2025-04-29 04:23:33.143119,W003,夜班,1.11,0.57,下料,正常,2024-10-21,效率低下|需要培训
2025-04-29 01:09:15.419156,W003,夜班,0.76,0.62,上料,正常,2024-10-21,效率低下|需要培训
2025-04-29 03:33:43.020018,W003,夜班,1.37,0.58,上料,正常,2024-10-21,效率低下|需要培训
2025-04-29 06:46:04.211783,W004,白班,1.33,0.6,调试,正常,2025-02-03,效率低下
2025-04-29 01:37:14.060590,W004,夜班,1.92,0.66,质检,异常,2025-02-03,效率低下
2025-04-29 00:53:42.880084,W004,夜班,1.65,0.68,质检,正常,2025-02-03,效率低下
2025-04-29 05:09:18.014172,W004,夜班,0.96,0.58,下料,正常,2025-02-03,效率低下
2025-04-29 03:23:31.008121,W005,夜班,1.6,0.79,下料,正常,2025-02-07,正常
2025-04-29 07:51:11.402967,W005,白班,1.74,0.82,上料,正常,2025-02-07,正常
2025-04-29 07:38:52.366664,W005,白班,1.2,0.82,上料,正常,2025-02-07,正常
2025-04-29 06:46:16.287931,W006,白班,1.88,0.72,调试,正常,2024-12-29,效率低下|需要培训
2025-04-29 02:17:01.695626,W006,夜班,1.31,0.7,质检,正常,2024-12-29,效率低下|需要培训
2025-04-29 05:16:01.635423,W006,夜班,0.84,0.67,下料,正常,2024-12-29,效率低下|需要培训
2025-04-29 04:27:53.610626,W007,夜班,1.47,0.64,维护,正常,2025-02-27,效率低下
2025-04-29 00:18:20.959400,W007,夜班,1.38,0.74,上料,正常,2025-02-27,效率低下
2025-04-29 03:37:46.611302,W008,夜班,1.81,0.62,下料,正常,2024-11-12,效率低下|需要培训
2025-04-29 05:30:58.018000,W008,夜班,1.37,0.6,质检,正常,2024-11-12,效率低下|需要培训
2025-04-29 03:12:13.975741,W008,夜班,1.34,0.63,上料,正常,2024-11-12,效率低下|需要培训
2025-04-29 02:36:31.655818,W009,夜班,0.66,0.72,下料,正常,2024-12-05,效率低下|需要培训
2025-04-29 06:58:20.350645,W009,白班,1.42,0.72,调试,正常,2024-12-05,效率低下|需要培训
2025-04-29 07:25:30.786193,W009,白班,0.58,0.71,下料,正常,2024-12-05,效率低下|需要培训
2025-04-29 06:50:31.886205,W010,白班,0.63,0.82,下料,正常,2024-12-14,需要培训
2025-04-29 01:39:10.226594,W010,夜班,1.22,0.8,调试,正常,2024-12-14,需要培训
2025-04-29 05:01:05.261801,W010,夜班,1.08,0.76,调试,正常,2024-12-14,需要培训
2025-04-29 10:23:45.056649,W001,白班,0.64,0.68,维护,正常,2025-02-04,效率低下
2025-04-29 13:22:42.292230,W001,白班,1.82,0.63,维护,正常,2025-02-04,效率低下
2025-04-29 10:57:50.120974,W002,白班,1.41,0.79,下料,正常,2025-02-28,正常
2025-04-29 10:48:35.695228,W002,白班,1.26,0.8,维护,正常,2025-02-28,正常
2025-04-29 13:32:55.997799,W003,白班,1.91,0.62,上料,正常,2024-10-21,效率低下|需要培训
2025-04-29 10:44:07.926417,W003,白班,1.81,0.66,下料,正常,2024-10-21,效率低下|需要培训
2025-04-29 08:35:12.058779,W003,白班,1.16,0.7,维护,正常,2024-10-21,效率低下|需要培训
2025-04-29 14:07:40.742766,W003,白班,1.72,0.61,上料,正常,2024-10-21,效率低下|需要培训
2025-04-29 13:51:24.347700,W004,白班,1.63,0.62,下料,正常,2025-02-03,效率低下
2025-04-29 11:07:22.824631,W004,白班,1.28,0.7,质检,正常,2025-02-03,效率低下
2025-04-29 13:44:35.233337,W004,白班,1.68,0.63,调试,正常,2025-02-03,效率低下
2025-04-29 14:31:42.197925,W005,白班,1.07,0.83,下料,正常,2025-02-07,正常
2025-04-29 13:50:27.252592,W005,白班,0.64,0.84,调试,正常,2025-02-07,正常
2025-04-29 14:56:30.749182,W005,白班,0.57,0.83,调试,正常,2025-02-07,正常
2025-04-29 15:04:55.425740,W005,白班,1.37,0.83,调试,正常,2025-02-07,正常
2025-04-29 12:00:59.422163,W006,白班,1.83,0.76,质检,异常,2024-12-29,需要培训
2025-04-29 12:50:05.629773,W006,白班,1.68,0.75,质检,正常,2024-12-29,效率低下|需要培训
2025-04-29 12:46:10.161705,W006,白班,0.6,0.75,维护,正常,2024-12-29,效率低下|需要培训
2025-04-29 12:10:49.123637,W007,白班,0.84,0.72,下料,正常,2025-02-27,效率低下
2025-04-29 14:15:14.898213,W007,白班,1.84,0.66,下料,正常,2025-02-27,效率低下
2025-04-29 11:17:37.346569,W007,白班,1.68,0.74,调试,正常,2025-02-27,效率低下
2025-04-29 11:12:52.246974,W007,白班,1.64,0.74,维护,正常,2025-02-27,效率低下
2025-04-29 10:20:10.768265,W008,白班,1.89,0.71,维护,正常,2024-11-12,效率低下|需要培训
2025-04-29 12:18:09.588824,W008,白班,1.53,0.68,维护,正常,2024-11-12,效率低下|需要培训
2025-04-29 12:52:19.313588,W008,白班,0.5,0.68,下料,正常,2024-11-12,效率低下|需要培训
2025-04-29 14:40:56.875044,W009,白班,1.5,0.73,调试,正常,2024-12-05,效率低下|需要培训
2025-04-29 15:11:18.173969,W009,白班,1.83,0.72,质检,正常,2024-12-05,效率低下|需要培训
2025-04-29 12:42:11.832827,W010,白班,0.86,0.85,上料,正常,2024-12-14,需要培训
2025-04-29 08:18:23.483721,W010,白班,1.57,0.91,下料,正常,2024-12-14,需要培训
2025-04-29 15:56:05.113837,W010,白班,1.17,0.8,质检,正常,2024-12-14,需要培训
2025-04-29 18:26:11.927880,W001,夜班,0.91,0.61,质检,正常,2025-02-04,效率低下
2025-04-29 19:24:04.678944,W001,夜班,1.52,0.6,调试,正常,2025-02-04,效率低下
2025-04-29 21:10:45.523752,W001,夜班,1.93,0.57,维护,正常,2025-02-04,效率低下
2025-04-29 20:06:45.780506,W001,夜班,1.49,0.59,维护,正常,2025-02-04,效率低下
2025-04-29 23:49:12.252328,W002,夜班,0.81,0.57,上料,正常,2025-02-28,效率低下
2025-04-29 19:35:05.872660,W002,夜班,1.22,0.7,质检,正常,2025-02-28,效率低下
2025-04-29 20:12:49.673571,W002,夜班,0.56,0.68,维护,正常,2025-02-28,效率低下
2025-04-29 18:30:45.674299,W002,夜班,1.6,0.73,维护,正常,2025-02-28,效率低下
2025-04-29 20:07:56.803389,W003,夜班,1.61,0.57,下料,正常,2024-10-21,效率低下|需要培训
2025-04-29 23:56:50.104149,W003,夜班,1.21,0.52,上料,异常,2024-10-21,效率低下|需要培训
2025-04-29 23:03:26.018322,W003,夜班,0.8,0.53,质检,异常,2024-10-21,效率低下|需要培训
2025-04-29 21:51:28.512199,W003,夜班,0.77,0.55,调试,正常,2024-10-21,效率低下|需要培训
2025-04-29 19:57:32.954915,W004,夜班,1.54,0.61,维护,正常,2025-02-03,效率低下
2025-04-29 18:58:19.455810,W004,夜班,1.14,0.63,下料,正常,2025-02-03,效率低下
2025-04-29 19:39:15.531163,W005,夜班,1.25,0.78,上料,正常,2025-02-07,正常
2025-04-29 21:40:22.376448,W005,夜班,1.1,0.76,上料,正常,2025-02-07,正常
2025-04-29 20:56:24.341665,W006,夜班,0.65,0.67,下料,正常,2024-12-29,效率低下|需要培训
2025-04-29 23:20:15.768696,W006,夜班,1.2,0.65,调试,正常,2024-12-29,效率低下|需要培训
2025-04-29 17:45:04.787462,W006,白班,1.46,0.79,下料,正常,2024-12-29,需要培训
2025-04-29 18:26:10.017335,W006,夜班,1.66,0.7,质检,正常,2024-12-29,效率低下|需要培训
2025-04-29 18:33:38.696279,W007,夜班,1.12,0.69,维护,正常,2025-02-27,效率低下
2025-04-29 19:46:56.421960,W007,夜班,1.63,0.66,上料,正常,2025-02-27,效率低下
2025-04-29 20:22:28.146775,W008,夜班,1.25,0.61,质检,正常,2024-11-12,效率低下|需要培训
2025-04-29 17:09:01.293214,W008,白班,1.76,0.72,质检,正常,2024-11-12,效率低下|需要培训
2025-04-29 21:59:14.922159,W008,夜班,1.95,0.6,下料,正常,2024-11-12,效率低下|需要培训
2025-04-29 20:19:41.251645,W009,夜班,1.77,0.69,质检,正常,2024-12-05,效率低下|需要培训
2025-04-29 20:09:47.301141,W009,夜班,0.76,0.7,维护,正常,2024-12-05,效率低下|需要培训
2025-04-29 21:09:11.040988,W010,夜班,0.99,0.76,下料,正常,2024-12-14,需要培训
2025-04-29 19:48:50.913842,W010,夜班,1.53,0.77,调试,正常,2024-12-14,需要培训
2025-04-29 17:31:29.244783,W010,白班,0.6,0.89,维护,正常,2024-12-14,需要培训
2025-04-30 02:21:39.443014,W001,夜班,1.09,0.61,质检,正常,2025-02-04,效率低下
2025-04-30 01:11:41.659179,W001,夜班,1.73,0.63,下料,正常,2025-02-04,效率低下
2025-04-30 02:16:09.104473,W001,夜班,0.67,0.61,上料,正常,2025-02-04,效率低下
2025-04-30 01:03:16.705949,W002,夜班,0.64,0.77,上料,正常,2025-02-28,正常
2025-04-30 07:20:07.606016,W002,白班,1.54,0.65,调试,正常,2025-02-28,效率低下
2025-04-30 02:11:44.108704,W002,夜班,1.69,0.74,调试,正常,2025-02-28,效率低下
2025-04-30 05:52:43.717367,W003,夜班,1.31,0.55,下料,正常,2024-10-21,效率低下|需要培训
2025-04-30 05:28:47.835832,W003,夜班,0.57,0.55,质检,正常,2024-10-21,效率低下|需要培训
2025-04-30 02:17:59.180834,W004,夜班,1.52,0.65,下料,正常,2025-02-03,效率低下
2025-04-30 03:58:36.354690,W004,夜班,0.79,0.61,上料,正常,2025-02-03,效率低下
2025-04-30 07:37:38.864550,W004,白班,0.7,0.58,下料,正常,2025-02-03,效率低下
2025-04-30 01:47:15.510049,W005,夜班,1.32,0.8,下料,正常,2025-02-07,正常
2025-04-30 01:05:50.306646,W005,夜班,1.43,0.81,上料,正常,2025-02-07,正常
2025-04-30 01:44:00.037145,W005,夜班,1.74,0.8,质检,正常,2025-02-07,正常
2025-04-30 06:33:34.184971,W005,白班,1.29,0.83,调试,正常,2025-02-07,正常
2025-04-30 07:58:50.274225,W006,白班,1.76,0.71,调试,正常,2024-12-29,效率低下|需要培训
2025-04-30 02:21:19.886416,W006,夜班,1.63,0.7,下料,正常,2024-12-29,效率低下|需要培训
2025-04-30 07:30:49.897111,W006,白班,1.05,0.71,质检,正常,2024-12-29,效率低下|需要培训
2025-04-30 07:56:19.069812,W007,白班,0.89,0.61,上料,正常,2025-02-27,效率低下
2025-04-30 03:39:43.015855,W007,夜班,0.77,0.66,下料,正常,2025-02-27,效率低下
2025-04-30 01:56:44.551249,W008,夜班,0.75,0.64,调试,异常,2024-11-12,效率低下|需要培训
2025-04-30 00:47:55.561056,W008,夜班,1.23,0.65,调试,正常,2024-11-12,效率低下|需要培训
2025-04-30 05:24:24.452871,W008,夜班,0.51,0.6,质检,正常,2024-11-12,效率低下|需要培训
2025-04-30 02:57:28.075723,W009,夜班,1.15,0.72,调试,正常,2024-12-05,效率低下|需要培训
2025-04-30 02:37:59.003564,W009,夜班,0.53,0.72,下料,正常,2024-12-05,效率低下|需要培训
2025-04-30 00:00:37.478154,W010,夜班,0.83,0.82,下料,正常,2024-12-14,需要培训
2025-04-30 01:40:36.643386,W010,夜班,0.64,0.8,调试,正常,2024-12-14,需要培训
2025-04-30 14:42:54.672882,W001,白班,1.31,0.61,上料,正常,2025-02-04,效率低下
2025-04-30 13:07:30.119564,W001,白班,0.72,0.64,下料,正常,2025-02-04,效率低下
2025-04-30 12:10:31.484959,W002,白班,0.89,0.75,维护,正常,2025-02-28,正常
2025-04-30 15:14:00.582439,W002,白班,1.12,0.65,下料,正常,2025-02-28,效率低下
2025-04-30 10:17:02.895506,W002,白班,0.87,0.82,调试,正常,2025-02-28,正常
2025-04-30 12:04:34.643915,W003,白班,1.3,0.64,维护,正常,2024-10-21,效率低下|需要培训
2025-04-30 10:55:55.105841,W003,白班,1.68,0.66,下料,正常,2024-10-21,效率低下|需要培训
2025-04-30 15:19:19.372244,W004,白班,1.76,0.59,调试,正常,2025-02-03,效率低下
2025-04-30 13:06:16.105253,W004,白班,1.38,0.64,维护,正常,2025-02-03,效率低下
2025-04-30 12:35:49.490607,W004,白班,1.03,0.66,上料,正常,2025-02-03,效率低下
2025-04-30 09:15:47.364616,W004,白班,1.83,0.75,上料,正常,2025-02-03,效率低下
2025-04-30 12:26:06.198998,W005,白班,1.78,0.86,维护,异常,2025-02-07,正常
2025-04-30 15:35:45.092266,W005,白班,0.97,0.82,质检,正常,2025-02-07,正常
2025-04-30 11:40:02.613592,W005,白班,1.6,0.87,上料,正常,2025-02-07,正常
2025-04-30 10:24:19.751625,W006,白班,1.87,0.78,上料,异常,2024-12-29,需要培训
2025-04-30 13:22:55.542658,W006,白班,1.74,0.74,下料,正常,2024-12-29,效率低下|需要培训
2025-04-30 10:30:39.131569,W006,白班,1.19,0.78,上料,正常,2024-12-29,需要培训
2025-04-30 10:48:09.632919,W007,白班,0.63,0.76,调试,正常,2025-02-27,正常
2025-04-30 13:46:47.615405,W007,白班,1.15,0.67,维护,正常,2025-02-27,效率低下
2025-04-30 13:47:08.860993,W007,白班,1.36,0.67,下料,正常,2025-02-27,效率低下
2025-04-30 08:26:24.590745,W007,白班,0.59,0.82,上料,正常,2025-02-27,正常
2025-04-30 14:52:46.444670,W008,白班,1.8,0.65,下料,正常,2024-11-12,效率低下|需要培训
2025-04-30 09:09:53.057317,W008,白班,1.39,0.72,调试,正常,2024-11-12,效率低下|需要培训
2025-04-30 15:08:09.523195,W009,白班,1.86,0.72,调试,正常,2024-12-05,效率低下|需要培训
2025-04-30 15:48:21.511134,W009,白班,0.5,0.7,上料,正常,2024-12-05,效率低下|需要培训
2025-04-30 14:42:43.744905,W010,白班,1.77,0.82,维护,正常,2024-12-14,需要培训
2025-04-30 10:50:12.579796,W010,白班,1.16,0.87,下料,正常,2024-12-14,需要培训
2025-04-30 13:58:35.429748,W010,白班,1.28,0.83,上料,正常,2024-12-14,需要培训
2025-04-30 21:01:45.100875,W001,夜班,0.53,0.57,调试,正常,2025-02-04,效率低下
2025-04-30 21:41:29.471784,W001,夜班,0.74,0.56,上料,正常,2025-02-04,效率低下
2025-04-30 22:59:04.557300,W001,夜班,1.8,0.55,调试,正常,2025-02-04,效率低下
2025-04-30 17:30:05.500467,W002,白班,1.87,0.84,下料,正常,2025-02-28,正常
2025-04-30 22:39:02.265796,W002,夜班,1.03,0.61,下料,正常,2025-02-28,效率低下
2025-04-30 22:00:15.827625,W003,夜班,1.68,0.55,上料,正常,2024-10-21,效率低下|需要培训
2025-04-30 19:46:20.899002,W003,夜班,1.7,0.58,调试,正常,2024-10-21,效率低下|需要培训
2025-04-30 18:39:43.720844,W004,夜班,1.6,0.64,上料,正常,2025-02-03,效率低下
2025-04-30 20:57:47.571156,W004,夜班,1.31,0.58,质检,正常,2025-02-03,效率低下
2025-04-30 21:31:06.969798,W004,夜班,1.37,0.57,质检,正常,2025-02-03,效率低下
2025-04-30 18:29:52.547915,W004,夜班,1.5,0.64,维护,正常,2025-02-03,效率低下
2025-04-30 19:26:57.840660,W005,夜班,1.72,0.78,上料,正常,2025-02-07,正常
2025-04-30 18:16:43.552464,W005,夜班,0.96,0.8,下料,正常,2025-02-07,正常
2025-04-30 17:00:09.054028,W006,白班,1.88,0.8,下料,正常,2024-12-29,需要培训
2025-04-30 22:31:34.228337,W006,夜班,1.89,0.65,调试,正常,2024-12-29,效率低下|需要培训
2025-04-30 23:10:20.004723,W007,夜班,0.58,0.57,上料,正常,2025-02-27,效率低下
2025-04-30 19:36:40.542966,W007,夜班,0.92,0.66,调试,正常,2025-02-27,效率低下
2025-04-30 23:20:53.171068,W008,夜班,0.83,0.58,维护,正常,2024-11-12,效率低下|需要培训
2025-04-30 17:46:02.349819,W008,白班,1.53,0.71,下料,正常,2024-11-12,效率低下|需要培训
2025-04-30 22:11:39.136906,W009,夜班,0.88,0.66,上料,正常,2024-12-05,效率低下|需要培训
2025-04-30 17:33:41.894916,W009,白班,1.29,0.82,上料,正常,2024-12-05,需要培训
2025-04-30 19:37:35.615280,W009,夜班,0.64,0.7,下料,正常,2024-12-05,效率低下|需要培训
2025-04-30 17:30:17.008665,W009,白班,0.58,0.82,上料,异常,2024-12-05,需要培训
2025-04-30 17:54:22.612036,W010,白班,0.69,0.88,维护,正常,2024-12-14,需要培训
2025-04-30 21:24:55.797770,W010,夜班,1.41,0.75,调试,正常,2024-12-14,需要培训
2025-04-30 16:23:54.826776,W010,白班,1.99,0.9,下料,正常,2024-12-14,需要培训
2025-05-01 06:04:28.192496,W001,白班,1.91,0.62,下料,正常,2025-02-04,效率低下
2025-05-01 05:23:06.854333,W001,夜班,0.88,0.57,质检,正常,2025-02-04,效率低下
2025-05-01 02:02:19.379012,W001,夜班,1.87,0.61,下料,正常,2025-02-04,效率低下
2025-05-01 05:08:07.506094,W002,夜班,0.59,0.65,调试,正常,2025-02-28,效率低下
2025-05-01 04:11:07.218662,W002,夜班,1.09,0.68,维护,异常,2025-02-28,效率低下
2025-05-01 05:16:44.427235,W003,夜班,1.72,0.56,上料,正常,2024-10-21,效率低下|需要培训
2025-05-01 05:06:03.417762,W003,夜班,1.91,0.56,维护,正常,2024-10-21,效率低下|需要培训
2025-05-01 02:42:48.447850,W003,夜班,1.33,0.6,质检,正常,2024-10-21,效率低下|需要培训
2025-05-01 03:32:58.114777,W003,夜班,1.07,0.58,上料,正常,2024-10-21,效率低下|需要培训
2025-05-01 00:56:40.018755,W004,夜班,1.9,0.68,调试,正常,2025-02-03,效率低下
2025-05-01 04:54:28.055808,W004,夜班,0.64,0.58,上料,正常,2025-02-03,效率低下
2025-05-01 00:38:24.785188,W004,夜班,1.36,0.69,调试,正常,2025-02-03,效率低下
2025-05-01 00:54:36.011963,W005,夜班,1.8,0.81,维护,正常,2025-02-07,正常
2025-05-01 01:03:33.651272,W005,夜班,1.23,0.81,下料,正常,2025-02-07,正常
2025-05-01 01:00:12.129340,W005,夜班,0.71,0.81,下料,正常,2025-02-07,正常
2025-05-01 06:32:13.753088,W006,白班,0.52,0.73,上料,正常,2024-12-29,效率低下|需要培训
2025-05-01 02:21:54.809678,W006,夜班,0.96,0.7,上料,正常,2024-12-29,效率低下|需要培训
2025-05-01 06:05:57.955506,W007,白班,1.1,0.66,维护,正常,2025-02-27,效率低下
2025-05-01 05:47:41.870278,W007,夜班,0.78,0.6,调试,正常,2025-02-27,效率低下
2025-05-01 03:47:59.403961,W007,夜班,0.72,0.65,上料,正常,2025-02-27,效率低下
2025-05-01 01:50:54.100668,W008,夜班,1.87,0.64,质检,正常,2024-11-12,效率低下|需要培训
2025-05-01 01:37:06.553090,W008,夜班,1.85,0.64,下料,正常,2024-11-12,效率低下|需要培训
2025-05-01 05:55:55.188421,W008,夜班,1.38,0.6,调试,正常,2024-11-12,效率低下|需要培训
2025-05-01 01:29:57.190992,W009,夜班,1.62,0.74,下料,正常,2024-12-05,效率低下|需要培训
2025-05-01 01:04:18.157741,W009,夜班,1.48,0.75,下料,正常,2024-12-05,效率低下|需要培训
2025-05-01 03:52:48.464365,W009,夜班,1.13,0.7,维护,正常,2024-12-05,效率低下|需要培训
2025-05-01 00:14:41.003426,W010,夜班,1.04,0.82,质检,正常,2024-12-14,需要培训
2025-05-01 01:15:08.439263,W010,夜班,0.53,0.8,维护,正常,2024-12-14,需要培训
2025-05-01 14:08:22.179217,W001,白班,0.99,0.62,上料,正常,2025-02-04,效率低下
2025-05-01 12:40:37.437770,W001,白班,1.69,0.64,下料,正常,2025-02-04,效率低下
2025-05-01 15:33:06.255579,W002,白班,1.98,0.64,维护,正常,2025-02-28,效率低下
2025-05-01 12:35:02.153876,W002,白班,1.23,0.74,质检,正常,2025-02-28,效率低下
2025-05-01 15:07:01.219610,W003,白班,1.02,0.59,上料,正常,2024-10-21,效率低下|需要培训
2025-05-01 11:25:13.694232,W003,白班,1.2,0.65,维护,正常,2024-10-21,效率低下|需要培训
2025-05-01 11:40:38.348718,W003,白班,1.4,0.65,下料,正常,2024-10-21,效率低下|需要培训
2025-05-01 09:15:52.993687,W003,白班,1.36,0.68,下料,正常,2024-10-21,效率低下|需要培训
2025-05-01 11:40:38.274324,W004,白班,0.9,0.68,上料,正常,2025-02-03,效率低下
2025-05-01 15:06:43.686212,W004,白班,0.57,0.59,维护,正常,2025-02-03,效率低下
2025-05-01 09:10:15.336702,W005,白班,1.87,0.9,维护,正常,2025-02-07,正常
2025-05-01 12:26:36.373479,W005,白班,1.85,0.86,上料,正常,2025-02-07,正常
2025-05-01 15:26:20.355276,W006,白班,0.74,0.72,上料,正常,2024-12-29,效率低下|需要培训
2025-05-01 12:58:36.515985,W006,白班,1.75,0.75,调试,正常,2024-12-29,效率低下|需要培训
2025-05-01 15:29:12.687201,W006,白班,1.8,0.72,调试,正常,2024-12-29,效率低下|需要培训
2025-05-01 12:16:50.214146,W007,白班,1.7,0.71,上料,正常,2025-02-27,效率低下
2025-05-01 13:30:21.994430,W007,白班,1.32,0.68,上料,正常,2025-02-27,效率低下
2025-05-01 10:39:04.761132,W008,白班,1.2,0.7,下料,正常,2024-11-12,效率低下|需要培训
2025-05-01 09:20:27.896764,W008,白班,1.16,0.72,上料,正常,2024-11-12,效率低下|需要培训
2025-05-01 10:52:36.672399,W008,白班,1.36,0.7,上料,正常,2024-11-12,效率低下|需要培训
2025-05-01 11:14:18.353012,W009,白班,0.89,0.79,调试,正常,2024-12-05,需要培训
